show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s3678,TV Show,True Tunes,"July 12, 2019",2019,TV-Y,1 Season,Kids' TV,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs."
s3679,Movie,Parchís: the Documentary,"July 11, 2019",2019,TV-14,106 min,"Documentaries, International Movies, Music & Musicals","The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s."
s3680,Movie,Aziz Ansari: RIGHT NOW,"July 9, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
s3681,TV Show,Free Rein,"July 6, 2019",2019,TV-G,3 Seasons,"British TV Shows, Kids' TV, TV Dramas","A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse."
s3682,Movie,"River, el más grande siempre","July 5, 2019",2019,TV-G,105 min,"Documentaries, International Movies, Sports Movies","Experience the highlights of Argentine soccer team Club Atlético River Plate's long history, from its early development to its major victories."
s3683,TV Show,The Legend of White Snake,"July 5, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form."
s3684,Movie,Cristina,"July 4, 2019",2016,TV-14,40 min,Documentaries,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
s3685,TV Show,Kakegurui,"July 4, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers","Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top."
s3686,TV Show,Stranger Things,"July 4, 2019",2019,TV-14,3 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
s3687,TV Show,The Last Czars,"July 3, 2019",2019,TV-MA,1 Season,"Docuseries, TV Dramas","When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty."
s3688,TV Show,Yummy Mummies,"July 3, 2019",2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.
s3689,TV Show,Bangkok Love Stories: Objects of Affection,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.
s3690,TV Show,Bangkok Love Stories: Plead,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster."
s3691,TV Show,Designated Survivor: 60 Days,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos."
s3692,TV Show,DreamWorks Kung Fu Panda Awesome Secrets,"July 1, 2019",2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","In this pair of adventures, Po tells the story of how masters Thundering Rhino, Storming Ox and Croc met and takes on Shifu's biggest challenge yet."
s3693,TV Show,Hatchimals | Adventures in Hatchtopia,"July 1, 2019",2018,TV-Y,2 Seasons,Kids' TV,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia."
s3694,Movie,Katherine Ryan: Glitter Room,"July 1, 2019",2019,TV-MA,66 min,Stand-Up Comedy,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child."
s3695,TV Show,Molang,"July 1, 2019",2015,TV-Y,1 Season,Kids' TV,"An imaginative, big-hearted bunny and his friend, a shy chick, explore the everyday joys of their pastel-colored world."
s3696,TV Show,Rabbids Invasion,"July 1, 2019",2018,TV-Y7,1 Season,"Kids' TV, TV Comedies","Giant, rambunctious rabbits have invaded and are wreaking havoc on the world. But we'll have to get used to them, because they're not going anywhere!"
s3697,TV Show,Record of Grancrest War,"July 1, 2019",2018,TV-MA,1 Season,"Anime Series, International TV Shows","Lone mage Siluca wanders the land of Atlatan, disgusted by its greedy nobility. When she meets knight errant Theo, she sees a chance to create peace."
s3698,Movie,War Against Women,"July 1, 2019",2013,TV-MA,61 min,"Documentaries, International Movies","Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
s3699,Movie,Inhuman Kiss,"June 30, 2019",2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies",A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.
s3700,Movie,Romeo Akbar Walter,"June 30, 2019",2019,TV-14,141 min,"Dramas, International Movies, Thrillers","In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war."
s3701,TV Show,Scare Tactics,"June 30, 2019",2011,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",This ghoulish but hilarious hidden-camera show from Syfy finds mischievous friends and family members setting up unsuspecting victims for elaborate pranks that use high-quality makeup and special effects to unleash their worst fears upon them.
s3702,Movie,Super Deluxe,"June 29, 2019",2019,TV-MA,176 min,"Comedies, Dramas, International Movies","Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past."
s3703,TV Show,Dope,"June 28, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs."
s3704,Movie,El testigo,"June 28, 2019",2018,TV-14,73 min,"Documentaries, International Movies",Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
s3705,TV Show,Exhibit A,"June 28, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV",This true crime series shows how innocent people have been convicted with dubious forensic techniques and tools such as touch DNA and cadaver dogs.
s3706,TV Show,Instant Hotel,"June 28, 2019",2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",Teams of Australian homeowners compete for the title of best Instant Hotel by staying overnight in each other's rentals and rating their experience.
s3707,Movie,La Leyenda del Diamante,"June 28, 2019",2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure."
s3708,TV Show,Motown Magic,"June 28, 2019",2019,TV-Y,2 Seasons,"Kids' TV, TV Sci-Fi & Fantasy","Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush – and the classic sounds of Motown."
s3709,TV Show,Paquita Salas,"June 28, 2019",2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client."
s3710,Movie,ANIMA,"June 27, 2019",2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud."
s3711,TV Show,Answer for Heaven,"June 27, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.
s3712,Movie,Daniel Sosa: Maleducado,"June 27, 2019",2019,TV-MA,55 min,Stand-Up Comedy,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
s3713,Movie,Hikaru Utada Laughter in the Dark Tour 2018,"June 26, 2019",2018,TV-PG,141 min,"International Movies, Music & Musicals","Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour."
s3714,Movie,Kahaani,"June 26, 2019",2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
s3715,Movie,Unbroken,"June 26, 2019",2019,TV-14,109 min,"Documentaries, International Movies","After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan."
s3716,Movie,Mike Epps: Only One Mike,"June 25, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
s3717,TV Show,Forest of Piano,"June 24, 2019",2019,TV-14,2 Seasons,"Anime Series, International TV Shows",Kai grows up playing an old piano discarded in the woods; Shuhei's father is a famous pianist. Their chance meeting transforms their lives and music.
s3718,Movie,Triple Threat,"June 22, 2019",2019,R,96 min,"Action & Adventure, International Movies",A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.
s3719,Movie,Blood Will Tell,"June 21, 2019",2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies",Family patriarch Elías begins to unravel after the death of his wife – which casts a suspicious light on her tragic accident.
s3720,TV Show,Bolívar,"June 21, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","This dramatization depicts the life – and loves – of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain."
s3721,Movie,EVANGELION: DEATH (TRUE)²,"June 21, 2019",1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies","Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all."
s3722,TV Show,Girls Incarcerated,"June 21, 2019",2019,TV-MA,2 Seasons,"Docuseries, Reality TV","Fights, friendships, dating, rules. Teenage life is full of drama. But behind bars, the stakes are so much higher."
s3723,TV Show,Go! Live Your Way,"June 21, 2019",2019,TV-PG,2 Seasons,"Kids' TV, Spanish-Language TV Shows, Teen TV Shows","Charismatic Mía gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter."
s3724,TV Show,Magi: The Labyrinth of Magic,"June 21, 2019",2013,TV-MA,2 Seasons,"Anime Series, International TV Shows",A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.
s3725,TV Show,Neon Genesis Evangelion,"June 21, 2019",1995,TV-MA,1 Season,"Anime Series, International TV Shows","Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels."
s3726,TV Show,Shooter,"June 21, 2019",2018,TV-14,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder."
s3727,TV Show,The Casketeers,"June 21, 2019",2019,TV-14,2 Seasons,"International TV Shows, Reality TV",Māori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.
s3728,TV Show,The Confession Tapes,"June 21, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false."
s3729,Movie,The End of Evangelion,"June 21, 2019",1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies","Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control."
s3730,Movie,Rakkhosh,"June 20, 2019",2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies",An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.
s3731,Movie,The Wolf's Call,"June 20, 2019",2019,TV-14,116 min,"Dramas, International Movies, Thrillers","With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears."
s3732,Movie,Beats,"June 19, 2019",2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor."
s3733,Movie,The Edge of Democracy,"June 19, 2019",2019,TV-14,122 min,"Documentaries, International Movies",Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
s3734,Movie,Adam Devine: Best Time of Our Lives,"June 18, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha."
s3735,Movie,Cop Car,"June 16, 2019",2015,R,88 min,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.
s3736,Movie,Right Here Right Now,"June 16, 2019",2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies","The owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged New Year's Eve."
s3737,TV Show,Fate/Zero,"June 15, 2019",2012,TV-MA,2 Seasons,"Anime Series, International TV Shows","After three unsettled battles for the mystical Holy Grail, an artifact that grants a miracle to those who hold it, a fourth war begins."
s3738,TV Show,Kill la Kill,"June 15, 2019",2014,TV-MA,1 Season,"Anime Series, International TV Shows","The ""woman with the scissor blade"" – Ryuko Matoi – searches for clues all around the world for the truth behind her father's death."
s3739,Movie,Life Overtakes Me,"June 15, 2019",2019,TV-PG,40 min,Documentaries,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome."
s3740,Movie,Luckee,"June 15, 2019",2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies","When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
s3741,Movie,Pihu,"June 15, 2019",2018,TV-14,90 min,"Dramas, Independent Movies, International Movies","A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger."
s3742,TV Show,Puella Magi Madoka Magica,"June 15, 2019",2011,TV-14,1 Season,"Anime Series, International TV Shows","One day, Madoka Kaname has a very magical encounter, one that can change her destiny. This is the beginning of the new story of magical witch girls."
s3743,TV Show,Somewhere Only We Know,"June 15, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.
s3744,TV Show,The Alcàsser Murders,"June 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.
s3745,TV Show,Unit 42,"June 15, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.
s3746,TV Show,Awake: The Million Dollar Game,"June 14, 2019",2019,TV-PG,1 Season,Reality TV,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize."
s3747,TV Show,Black Spot,"June 14, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.
s3748,Movie,DJ Cinderella,"June 14, 2019",2019,TV-PG,95 min,"Children & Family Movies, Comedies","Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix."
s3749,TV Show,El desconocido,"June 14, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo."
s3750,TV Show,Girlfriends' Guide to Divorce,"June 14, 2019",2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas","After the world learns the truth about her failing marriage, a successful self-help author tries to salvage her career and find her way as a divorcée."
s3751,TV Show,Leila,"June 14, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago."
s3752,TV Show,Marlon,"June 14, 2019",2018,TV-14,2 Seasons,TV Comedies,"After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids."
s3753,TV Show,Marvel's Jessica Jones,"June 14, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen."
s3754,Movie,Murder Mystery,"June 14, 2019",2019,PG-13,98 min,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
s3755,TV Show,Yankee,"June 14, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking – with the help of modern technology."
s3756,TV Show,Jinn,"June 13, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","On a field trip to Petra, two jinns – one good, the other evil – enter the human realm, turning high school into a supernatural battleground."
s3757,Movie,Oprah Presents When They See Us Now,"June 13, 2019",2019,TV-PG,61 min,Documentaries,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
s3758,Movie,The 3rd Eye 2,"June 13, 2019",2019,TV-MA,117 min,"Horror Movies, International Movies","Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong."
s3759,Movie,Jo Koy: Comin' In Hot,"June 12, 2019",2019,TV-MA,60 min,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"June 12, 2019",2019,TV-MA,142 min,"Documentaries, Music & Musicals","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
s3761,TV Show,Upin & Ipin,"June 10, 2019",2011,TV-Y,1 Season,Kids' TV,Two mischievous yet lovable five-year-old twins and their friends enjoy daily life and new discoveries with the residents of their Malaysian village.
s3762,Movie,Belmonte,"June 7, 2019",2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.
s3763,TV Show,Designated Survivor,"June 7, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.
s3764,Movie,Elisa & Marcela,"June 7, 2019",2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies","In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events."
s3765,Movie,I Am Mother,"June 7, 2019",2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human."
s3766,Movie,Luka Chuppi,"June 7, 2019",2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families."
s3767,Movie,Pachamama,"June 7, 2019",2019,PG,71 min,Children & Family Movies,"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back."
s3768,Movie,Rock My Heart,"June 7, 2019",2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies","After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race."
s3769,Movie,Stree,"June 7, 2019",2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies","Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her."
s3770,TV Show,Super Monsters Monster Pets,"June 7, 2019",2019,TV-Y,1 Season,Kids' TV,The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!
s3771,TV Show,Tales of the City,"June 7, 2019",2019,TV-MA,1 Season,TV Dramas,"Returning to San Francisco after a long absence, Mary Ann Singleton reunites with the community of characters at 28 Barbary Lane."
s3772,Movie,The Black Godfather,"June 7, 2019",2019,TV-MA,118 min,"Documentaries, Music & Musicals","This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
s3773,Movie,Alles ist gut,"June 6, 2019",2019,TV-MA,90 min,"Dramas, International Movies","A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body."
s3774,Movie,A Silent Voice,"June 5, 2019",2016,TV-14,130 min,"Anime Features, International Movies",A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
s3775,TV Show,Black Mirror,"June 5, 2019",2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Dramas","This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide."
s3776,Movie,Cosmos Laundromat: First Cycle,"June 4, 2019",2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy","Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime."
s3777,Movie,Miranda Sings Live…Your Welcome,"June 4, 2019",2019,TV-14,62 min,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry."""
s3778,Movie,Silent,"June 4, 2019",2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy","""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic."
s3779,TV Show,Documentary Now!,"June 3, 2019",2019,TV-14,3 Seasons,TV Comedies,"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line."""
s3780,TV Show,Malibu Rescue: The Series,"June 3, 2019",2019,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs."
s3781,TV Show,Arthdal Chronicles,"June 2, 2019",2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society."
s3782,Movie,Krutant,"June 2, 2019",2019,TV-14,114 min,"Dramas, International Movies","When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
s3783,TV Show,A Thousand Goodnights,"June 1, 2019",2019,TV-14,1 Season,"International TV Shows, TV Dramas","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way."
s3784,Movie,III Smoking Barrels,"June 1, 2019",2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies","In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime."
s3785,TV Show,March Comes in Like a Lion,"June 1, 2019",2017,TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows","Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing."
s3786,Movie,"Oh, Ramona!","June 1, 2019",2019,TV-MA,109 min,"Comedies, International Movies",Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.
s3787,Movie,We Are Legends,"June 1, 2019",2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring."
s3788,TV Show,Bad Blood,"May 31, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas","This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades."
s3789,Movie,Chopsticks,"May 31, 2019",2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",A gifted but insecure woman embarks on a transformative journey when she enlists an enigmatic con man to recover her stolen car from an eccentric thug.
s3790,TV Show,Killer Ratings,"May 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.
s3791,Movie,Mere Pyare Prime Minister,"May 31, 2019",2019,TV-MA,103 min,"Dramas, International Movies","When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister."
s3792,Movie,Pegasus,"May 31, 2019",2019,TV-MA,98 min,"Comedies, Dramas, International Movies","After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents."
s3793,TV Show,When They See Us,"May 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.
s3794,Movie,Svaha: The Sixth Finger,"May 30, 2019",2019,TV-MA,123 min,"International Movies, Thrillers",A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.
s3795,TV Show,Historical Roasts,"May 27, 2019",2019,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world."
s3796,Movie,After Maria,"May 24, 2019",2019,TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
s3797,TV Show,Hyper HardBoiled Gourmet Report,"May 24, 2019",2017,TV-MA,1 Season,"Docuseries, International TV Shows","To live is to eat. For people around the world in precarious and dangerous circumstances, eating itself is dangerous, precarious – and essential."
s3798,Movie,Joy,"May 24, 2019",2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom."
s3799,Movie,Rim of the World,"May 24, 2019",2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
s3800,TV Show,She's Gotta Have It,"May 24, 2019",2018,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.
s3801,Movie,The Perfection,"May 24, 2019",2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil."
s3802,TV Show,WHAT / IF,"May 24, 2019",2019,TV-MA,1 Season,"TV Dramas, TV Thrillers","Desperate to secure funding for her med tech startup, an idealistic scientist and her husband strike an outrageous deal with a mysterious investor."
s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"May 23, 2019",2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.
s3804,Movie,A Tale of Two Kitchens,"May 22, 2019",2019,TV-PG,30 min,"Documentaries, International Movies","Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture."
s3805,Movie,The Man Who Feels No Pain,"May 22, 2019",2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies","Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
